url,http_code,final_url,final_ip,size,status
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226454/index.m3u8,200,http://111.20.45.167:80/wh7f454c46tw1053428540_902494077/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226454/index.m3u8?icpid=88888890&RTS=1790328105&from=14&ocs=2_39.134.18.68_80&hms_devid=623&prioritypopid=14&online=1790328105&vqe=3,111.20.45.167,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226945/index.m3u8,200,http://39.134.18.68:80/wh7f454c46tw1053428613_169417337/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226945/index.m3u8?icpid=88888890&RTS=1790328105&from=14&hms_devid=7855&prioritypopid=14&online=1790328105&vqe=3,39.134.18.68,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226378/index.m3u8,200,http://39.134.18.169:80/wh7f454c46tw1053443856_-69939472/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226378/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.18.113_80&hms_devid=8149&online=1790328106&vqe=3,39.134.18.169,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226920/index.m3u8,200,http://39.134.18.72:80/wh7f454c46tw1053445305_1581746465/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226920/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8345&prioritypopid=14&online=1790328106&vqe=3,39.134.18.72,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226390/index.m3u8,200,http://111.20.45.169:80/wh7f454c46tw1053445345_-929270486/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226390/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.18.68_80&hms_devid=523&prioritypopid=14&online=1790328106&vqe=3,111.20.45.169,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226389/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053445576_1007452209/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226389/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226385/index.m3u8,200,http://39.134.18.169:80/wh7f454c46tw1053443535_1507548521/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226385/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8149&online=1790328106&vqe=3,39.134.18.169,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226381/index.m3u8,404,http://39.134.18.115:80/wh7f454c46tw1053456630_-1051407167/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226381/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8050&prioritypopid=14&online=1790328106&vqe=3,39.134.18.115,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226383/index.m3u8,200,http://39.134.18.162:80/wh7f454c46tw1053457099_-1110632726/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226383/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.18.113_80&hms_devid=8150&online=1790328106&vqe=3,39.134.18.162,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226382/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053456580_-846163484/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226382/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226384/index.m3u8,404,http://39.134.18.115:80/wh7f454c46tw1053473089_1552760957/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226384/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8050&prioritypopid=14&online=1790328106&vqe=3,39.134.18.115,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226331/index.m3u8,200,http://39.134.19.56:80/wh7f454c46tw1053473006_326712995/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226331/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.18.115_80&hms_devid=6184&online=1790328106&vqe=3,39.134.19.56,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225990/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053476822_871520426/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225990/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225991/index.m3u8,404,http://39.134.18.115:80/wh7f454c46tw1053482789_-1498654771/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225991/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8050&prioritypopid=14&online=1790328106&vqe=3,39.134.18.115,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226938/index.m3u8,200,http://39.134.18.115:80/wh7f454c46tw1053482647_1700138334/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226938/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8050&prioritypopid=14&online=1790328106&vqe=3,39.134.18.115,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226000/index.m3u8,200,http://39.134.18.113:80/wh7f454c46tw1053483774_446303551/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226000/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226556/index.m3u8,200,http://39.134.18.118:80/wh7f454c46tw1053488715_1268173843/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226556/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8052&prioritypopid=14&online=1790328106&vqe=3,39.134.18.118,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226457/index.m3u8,200,http://111.20.45.169:80/wh7f454c46tw1053498230_-1094478613/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226457/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.18.68_80&hms_devid=523&prioritypopid=14&online=1790328106&vqe=3,111.20.45.169,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226934/index.m3u8,404,http://39.134.18.115:80/wh7f454c46tw1053492083_2017778427/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226934/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8050&prioritypopid=14&online=1790328106&vqe=3,39.134.18.115,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226326/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053498767_1175080271/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226326/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8,200,http://39.134.18.179:80/wh7f454c46tw1053501478_1884402577/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.18.131_80&hms_devid=8366&online=1790328106&vqe=3,39.134.18.179,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8,200,http://39.134.18.161:80/wh7f454c46tw1053500062_2142597998/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8150&online=1790328106&vqe=3,39.134.18.161,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225783/index.m3u8,200,http://39.134.18.179:80/wh7f454c46tw1053501593_-1228434458/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225783/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.19.56_80&hms_devid=8366&online=1790328106&vqe=3,39.134.18.179,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226239/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053506566_1040883693/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226239/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226246/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053511113_-1408081849/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226246/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226408/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053519291_1845244095/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226408/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226552/index.m3u8,404,http://39.134.18.118:80/wh7f454c46tw1053519792_-611031661/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226552/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8052&prioritypopid=14&online=1790328106&vqe=3,39.134.18.118,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225762/index.m3u8,200,http://39.134.19.35:80/wh7f454c46tw1053526357_1671759103/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225762/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=6624&online=1790328106&vqe=3,39.134.19.35,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225782/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053527748_1770528459/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225782/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226398/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053537241_-510388379/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226398/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225781/index.m3u8,200,http://39.134.19.65:80/wh7f454c46tw1053537657_-126350595/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225781/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.19.79_80&hms_devid=6364&online=1790328106&vqe=3,39.134.19.65,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225780/index.m3u8,404,http://39.134.18.117:80/wh7f454c46tw1053547728_851761741/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225780/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8052&prioritypopid=14&online=1790328106&vqe=3,39.134.18.117,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226396/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053548107_-1032819140/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226396/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225779/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053551703_528627133/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225779/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226394/index.m3u8,404,http://39.134.18.72:80/wh7f454c46tw1053557817_-1631127680/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226394/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8345&prioritypopid=14&online=1790328106&vqe=3,39.134.18.72,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226248/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053573754_-1833982302/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226248/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225778/index.m3u8,200,http://39.134.19.65:80/wh7f454c46tw1053572022_-365381251/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225778/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=6364&online=1790328106&vqe=3,39.134.19.65,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225759/index.m3u8,404,http://39.134.18.117:80/wh7f454c46tw1053572774_754469463/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225759/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8052&prioritypopid=14&online=1790328106&vqe=3,39.134.18.117,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226407/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053573756_2127550504/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226407/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225758/index.m3u8,200,http://39.134.18.130:80/wh7f454c46tw1053574168_-1265499669/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225758/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=7965&online=1790328106&vqe=3,39.134.18.130,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225777/index.m3u8,200,http://39.134.19.157:80/wh7f454c46tw1053573433_466512618/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225777/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.18.178_80&hms_devid=6824&online=1790328106&vqe=3,39.134.19.157,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225776/index.m3u8,200,http://39.134.19.71:80/wh7f454c46tw1053573819_-811664144/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225776/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.19.73_80&hms_devid=6604&online=1790328106&vqe=3,39.134.19.71,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225775/index.m3u8,200,http://39.134.19.71:80/wh7f454c46tw1053585943_550945854/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225775/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.19.148_80&hms_devid=6604&online=1790328106&vqe=3,39.134.19.71,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225617/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053586241_-974183852/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225617/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225774/index.m3u8,200,http://39.134.18.162:80/wh7f454c46tw1053591313_-1666046168/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225774/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.18.130_80&hms_devid=8150&online=1790328106&vqe=3,39.134.18.162,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225784/index.m3u8,200,http://39.134.19.79:80/wh7f454c46tw1053605436_1723829008/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225784/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=6504&online=1790328106&vqe=3,39.134.19.79,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226208/index.m3u8,200,http://39.134.19.74:80/wh7f454c46tw1053607187_1235506968/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226208/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.18.176_80&hms_devid=6564&online=1790328106&vqe=3,39.134.19.74,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226341/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053606250_-672561141/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226341/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226342/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053606277_-752395230/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226342/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226345/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053620271_-1141546005/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226345/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226343/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053643700_2028590071/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226343/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226344/index.m3u8,404,http://39.134.18.115:80/wh7f454c46tw1053645083_-756716740/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226344/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8050&prioritypopid=14&online=1790328106&vqe=3,39.134.18.115,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226346/index.m3u8,404,http://39.134.18.115:80/wh7f454c46tw1053643134_-1826527949/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226346/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8050&prioritypopid=14&online=1790328106&vqe=3,39.134.18.115,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226235/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053645008_367150828/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226235/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8,200,http://39.134.18.166:80/wh7f454c46tw1053644556_1549126368/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8152&online=1790328106&vqe=3,39.134.18.166,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226237/index.m3u8,404,http://39.134.18.113:80/wh7f454c46tw1053650052_-1721542589/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226237/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8055&prioritypopid=14&online=1790328106&vqe=3,39.134.18.113,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225753/index.m3u8,200,http://39.134.18.178:80/wh7f454c46tw1053649682_-2119425231/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225753/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.19.77_80&hms_devid=8366&online=1790328106&vqe=3,39.134.18.178,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8,200,http://39.134.18.179:80/wh7f454c46tw1053651197_-1388988223/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.19.26_80&hms_devid=8366&online=1790328106&vqe=3,39.134.18.179,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8,200,http://39.134.18.176:80/wh7f454c46tw1053650199_1122649878/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8365&online=1790328106&vqe=3,39.134.18.176,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8,200,http://39.134.19.135:80/wh7f454c46tw1053661976_2031595909/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.19.67_80&hms_devid=6904&online=1790328106&vqe=3,39.134.19.135,402,reachable
http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8,000,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8,39.134.115.163,0,intranet
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225789/index.m3u8,200,http://39.134.19.152:80/wh7f454c46tw1053662262_1581169176/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225789/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=7064&online=1790328106&vqe=3,39.134.19.152,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225751/index.m3u8,200,http://39.134.18.166:80/wh7f454c46tw1053667304_-815081079/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225751/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.18.130_80&hms_devid=8152&online=1790328106&vqe=3,39.134.18.166,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8,200,http://39.134.18.176:80/wh7f454c46tw1053669092_-407819418/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=8365&online=1790328106&vqe=3,39.134.18.176,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225786/index.m3u8,200,http://39.134.18.166:80/wh7f454c46tw1053678619_-1655922727/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225786/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.19.15_80&hms_devid=8152&online=1790328106&vqe=3,39.134.18.166,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225790/index.m3u8,200,http://39.134.19.157:80/wh7f454c46tw1053698630_-323618848/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225790/index.m3u8?icpid=88888890&RTS=1790328106&from=14&hms_devid=6824&online=1790328106&vqe=3,39.134.19.157,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8,200,http://39.134.19.134:80/wh7f454c46tw1053700169_-1945307956/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.18.131_80&hms_devid=7184&online=1790328106&vqe=3,39.134.19.134,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8,200,http://39.134.18.162:80/wh7f454c46tw1053698003_703500268/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.19.56_80&hms_devid=8150&online=1790328106&vqe=3,39.134.18.162,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225768/index.m3u8,200,http://39.134.18.166:80/wh7f454c46tw1053699275_-1972821403/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225768/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.18.130_80&hms_devid=8152&online=1790328106&vqe=3,39.134.18.166,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225765/index.m3u8,200,http://39.134.18.134:80/wh7f454c46tw1053701357_-1079218090/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225765/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.19.70_80&hms_devid=7967&online=1790328106&vqe=3,39.134.18.134,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225748/index.m3u8,200,http://39.134.18.169:80/wh7f454c46tw1053700974_1540869448/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225748/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.19.25_80&hms_devid=8149&online=1790328106&vqe=3,39.134.18.169,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225773/index.m3u8,200,http://39.134.18.176:80/wh7f454c46tw1053711622_1731505013/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225773/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.19.15_80&hms_devid=8365&online=1790328106&vqe=3,39.134.18.176,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225771/index.m3u8,200,http://39.134.18.176:80/wh7f454c46tw1053715163_2102670201/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225771/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.19.28_80&hms_devid=8365&online=1790328106&vqe=3,39.134.18.176,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8,200,http://39.134.18.176:80/wh7f454c46tw1053713045_194760601/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.18.134_80&hms_devid=8365&online=1790328106&vqe=3,39.134.18.176,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225757/index.m3u8,200,http://39.134.18.179:80/wh7f454c46tw1053715116_-551601809/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225757/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.19.19_80&hms_devid=8366&online=1790328106&vqe=3,39.134.18.179,402,reachable
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225770/index.m3u8,200,http://39.134.18.169:80/wh7f454c46tw1053716398_-594164617/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225770/index.m3u8?icpid=88888890&RTS=1790328106&from=14&ocs=2_39.134.18.133_80&hms_devid=8149&online=1790328106&vqe=3,39.134.18.169,402,reachable
